EntrezID	Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
200504	GKN2	-1.03614698467571	7.21320345715752	-7.57841110949236	2.7059100925561e-11	1.92417266681664e-07	15.3199872642036
93343	MVB12A	-1.25551606956998	9.00831919707308	-7.40598066073448	6.11564772146296e-11	2.17441854736615e-07	14.5496428808516
7580	ZNF32	-1.2889246117059	7.47703272782108	-7.11148062023369	2.43773715108146e-10	5.77824962711342e-07	13.2431362577247
7037	TFRC	0.69480888120239	6.13642569985291	7.0389302130248	3.41983827101281e-10	6.07961748629302e-07	12.9232927283003
2867	FFAR2	-0.904917764357544	9.18134150152977	-6.97973751939206	4.50465478015137e-10	6.40652002833128e-07	12.6629843671914
646300	COL6A4P2	-1.22866020734447	7.40255009522951	-6.85668211855857	7.97125753099599e-10	9.44726871715208e-07	12.1237906080099
79882	ZC3H14	-1.43516791731015	8.0794709397872	-6.63378672968694	2.22442693426573e-09	2.25969998993766e-06	11.1544268510897
84873	ADGRG7	-1.27292557217791	6.97045370296529	-6.52874849614115	3.59473790959696e-09	3.195272659393e-06	10.7011671971227
2534	FYN	1.49771919655385	6.90787918636529	6.467580392222	4.74852661943577e-09	3.75186364342308e-06	10.4383373773549
4835	NQO2	-1.36883052054576	6.9343984654907	-6.38884238694823	6.786030693005e-09	4.82554642579585e-06	10.1012804625737
94134	ARHGAP12	-1.30770345392541	8.27125877043363	-6.27666436292776	1.12562690192167e-08	6.83807641874692e-06	9.62364719708068
121665	SPPL3	-0.74543897667139	6.24696976726529	-6.27113891632264	1.15394342602958e-08	6.83807641874692e-06	9.600201511743
100133957	UXT-AS1	-1.15338202147532	7.33195158658188	-6.1951755912262	1.62247749171236e-08	8.67356212017847e-06	9.27866420045559
2568	GABRP	-0.761637344122536	6.75326755753531	-6.1636199588793	1.86837177092572e-08	8.67356212017847e-06	9.14553743065615
10314	LANCL1	-1.02554462542401	9.39918624758245	-6.15423411898273	1.9483609802142e-08	8.67356212017847e-06	9.10599144921889
643008	SMIM5	-0.701463843697269	5.92356557348604	-6.15386418150249	1.95158197050845e-08	8.67356212017847e-06	9.10443324880291
51366	UBR5	-1.15665893437175	8.18882293202321	-6.11834251935533	2.28662447944937e-08	9.56481569021439e-06	8.95498508571616
79692	ZNF322	-1.12539696268421	8.36715544374588	-6.08945501412965	2.60041116323893e-08	1.02730687676622e-05	8.8337009954239
115861	NXNL1	-1.06791392103576	7.36344086573796	-6.06486763043981	2.9006624149915e-08	1.08561107542129e-05	8.7306518763022
25874	MPC2	-1.10917652476394	8.81413805983214	-6.04962191540298	3.10374217812229e-08	1.10353553143138e-05	8.66683941998188
29078	NDUFAF4	-1.55443295454653	8.56151119004399	-6.02270202360765	3.49710423632862e-08	1.18418610593014e-05	8.55432295823837
55679	LIMS2	-1.1726970716474	6.84537464819472	-6.00569456673259	3.77053796525891e-08	1.21874070322528e-05	8.48334313688138
91156	IGFN1	-0.936576918453488	9.24774392813547	-5.91114144156382	5.72148156981468e-08	1.71357246847592e-05	8.09025580948784
79056	PRRG4	-1.26742746090456	7.29378123049723	-5.90869301740942	5.78339744669135e-08	1.71357246847592e-05	8.08011186360159
121642	ALKBH2	-0.879873935929739	6.42530225870706	-5.8904769457195	6.26522747223672e-08	1.78208130220301e-05	8.00469804455135
146336	SSTR5-AS1	-1.18102666376569	7.17339500490007	-5.85037009484281	7.46969290222448e-08	2.03264459707256e-05	7.83901014451899
55888	ZKSCAN7	-1.14124089411062	7.33955516901418	-5.8423875213876	7.73529355823435e-08	2.03264459707256e-05	7.80609130296897
7205	TRIP6	-1.17525303466892	8.14051386257156	-5.834591121245	8.00366315821007e-08	2.03264459707256e-05	7.77395909473713
2166	FAAH	-1.20737626959201	6.8554631312812	-5.80832003803016	8.97718778712775e-08	2.14921915717837e-05	7.66582324262209
152877	FAM53A	-1.45549619545691	8.23152517311426	-5.80390496579109	9.15185628532416e-08	2.14921915717837e-05	7.64767115652842
3276	PRMT1	-1.16191553200078	8.71610649748987	-5.79852066573079	9.36939866017854e-08	2.14921915717837e-05	7.62554243032847
116362	RBP7	-1.33082079477336	8.66349514482385	-5.77581585628317	1.03440636105061e-07	2.29864488544715e-05	7.53232879427685
50964	SOST	-1.07325054599939	6.26740055190443	-5.76649512632489	1.07724564527721e-07	2.32130114653523e-05	7.49410997212882
2192	FBLN1	-1.32776049411653	8.91560782872372	-5.75722139007125	1.12159917684563e-07	2.34579169016154e-05	7.4561111750608
23076	RRP1B	-1.03180353692532	7.21048165136179	-5.72989679853342	1.2629885889332e-07	2.53929874275245e-05	7.34430917208707
126792	B3GALT6	-1.12180069602651	8.09594859141873	-5.72139940069363	1.31042769095688e-07	2.53929874275245e-05	7.30958985783291
5791	PTPRE	-0.967856512260855	7.72435046170044	-5.71648581963934	1.3386538636401e-07	2.53929874275245e-05	7.2895242110122
5267	SERPINA4	-1.05290478163533	6.952331846104	-5.713353431845	1.35695896814222e-07	2.53929874275245e-05	7.27673652064961
5805	PTS	1.02160974896586	6.23876802230206	5.67290519557537	1.61662402944592e-07	2.90915200211694e-05	7.1118973224267
6572	SLC18A3	-0.975595338647512	8.33191959430206	-5.67008854337452	1.63642357030906e-07	2.90915200211694e-05	7.10043855661287
5336	PLCG2	1.31133138232534	6.24740013688265	5.63886151489275	1.87254169301205e-07	3.19349473311403e-05	6.97357607474259
399888	FAM180B	-1.03458489025628	7.46097767881442	-5.63238567809939	1.9255426786221e-07	3.19349473311403e-05	6.9473080745861
56672	AKIP1	-1.33390926555417	8.09051602935951	-5.63171725390323	1.93109651981301e-07	3.19349473311403e-05	6.94459753799767
284367	SIGLEC17P	-1.27886116574122	7.50996483931526	-5.61314186746044	2.09188895551039e-07	3.38077780968964e-05	6.86933223785777
123970	C16orf78	-0.807221944746083	6.5996881909821	-5.59714974702629	2.24079820739524e-07	3.54095912284169e-05	6.80462728421463
902	CCNH	1.00935477061934	6.77180011406848	5.58805725508119	2.33005258159434e-07	3.60195737124291e-05	6.76787728728834
