EntrezID	Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
100507607	NPIPB9	-1.88640721536616	8.18937053288639	-6.37046771165876	7.37407854486236e-09	5.24370725325162e-05	9.81523137138841
10724	OGA	-1.48922380597473	7.96028964064773	-5.68746197516221	1.51798998932708e-07	0.000539721340705244	7.0631173860138
440270	GOLGA8B	-1.20717608404005	7.15399845025848	-5.432303706972	4.52928696123922e-07	0.00107359198604574	6.06925199111992
10235	RASGRP2	-1.37216393489459	8.19604862420634	-5.08260341726142	1.950551836493e-06	0.00278522046417267	4.74349113331108
144983	HNRNPA1L2	-1.20379333419734	8.32017182666042	-5.08162726280488	1.95838873869545e-06	0.00278522046417267	4.73985406381818
11322	TMC6	-1.23702053897508	7.01680195592911	-5.01002872330238	2.62524894575591e-06	0.00311135754221171	4.47410243365835
5335	PLCG1	-1.32728724395365	7.18007183351224	-4.91541247800683	3.8543535590921e-06	0.00391547259410056	4.12606208444933
57561	ARRDC3	-1.5689915903652	8.34583039307402	-4.82842601848402	5.46805390833819e-06	0.00486041641777411	3.80934433450815
200030	NBPF11	-0.740504404250157	6.65808178403759	-4.73992047857551	7.77856865677e-06	0.00521211709321871	3.49040031518102
11059	WWP1	-0.892153522156924	6.78546147545817	-4.72918756814103	8.11632351052222e-06	0.00521211709321871	3.45195403277442
1958	EGR1	-1.42030933982859	7.30971011866565	-4.72187944025152	8.35441149167318e-06	0.00521211709321871	3.4258046419187
6128	RPL6	-1.08346406933827	8.79844517658452	-4.70885694340991	8.7955850258226e-06	0.00521211709321871	3.37926696967446
9267	CYTH1	-1.15761459782055	8.04641579509615	-4.61012616658521	1.29602923168146e-05	0.00574408581254994	3.02890711321339
3945	LDHB	-1.28178720455843	8.08824325728134	-4.60979889312006	1.29768597141494e-05	0.00574408581254994	3.02775307994614
6767	ST13	-0.721192788681623	7.01944431940413	-4.59997356269609	1.34839151371413e-05	0.00574408581254994	2.99312981405127
664709	HNRNPA1P10	-1.06930907703058	9.58434232359191	-4.5992519080921	1.35219054018305e-05	0.00574408581254994	2.99058853768762
25957	PNISR	-1.34980524340422	7.61047682208604	-4.595292973933	1.37321697107789e-05	0.00574408581254994	2.97665157590388
401261	LOC401261	-0.637030506883871	6.13821960443317	-4.56036100588098	1.57300631687356e-05	0.00618069105330415	2.85399124820675
8667	EIF3H	-1.25370255761026	7.29137472009366	-4.54781310336239	1.65142919438586e-05	0.00618069105330415	2.81006873792264
6143	RPL19	-1.19083760949824	8.64087394301801	-4.50798025831141	1.92628338303475e-05	0.00654437849688911	2.67112718237748
5411	PNN	-1.02338782456625	7.2168159691815	-4.50712208806165	1.93266697278401e-05	0.00654437849688911	2.66814201292046
3178	HNRNPA1	-0.962134346499957	8.4619196434971	-4.47443137316536	2.1916814518822e-05	0.00698979580615276	2.554686853225
1387	CREBBP	-1.38476419017241	7.78528020983077	-4.46210635011127	2.29780084129299e-05	0.00698979580615276	2.51204447265938
5504	PPP1R2	-0.845399679717861	6.65337784855532	-4.45523618171971	2.35909294540383e-05	0.00698979580615276	2.48830655265827
23642	SNHG1	-0.979205533344621	8.12640995056128	-4.43383283882149	2.56034583848674e-05	0.0071115202595321	2.41449915999665
6218	RPS17	-1.14683457120899	7.86236323644664	-4.42978896622092	2.60019022286366e-05	0.0071115202595321	2.4005791257173
1975	EIF4B	-1.2416298558798	7.89298470243562	-4.40677348390644	2.83862881587907e-05	0.00723613571332017	2.3215053118953
27019	DNAI1	0.651070471341638	6.03444609708937	4.4057901534454	2.84927295700977e-05	0.00723613571332017	2.3181326540083
994	CDC25B	-1.53888684271507	8.2530656795519	-4.39338213421358	2.98694214085115e-05	0.00724981624290704	2.27561587697198
4493	MT1E	0.808816760822811	5.80690063757639	4.38507221977711	3.08271103067071e-05	0.00724981624290704	2.24718368904124
8545	CGGBP1	-0.851075720338095	6.87611276310479	-4.37341032136972	3.22212537732331e-05	0.00724981624290704	2.20734004492374
199	AIF1	-0.614512933838641	5.9150350818353	-4.37012650441264	3.26246828537513e-05	0.00724981624290704	2.19613276746276
6726	SRP9	-0.977014503792909	7.42003135968706	-4.3528226906811	3.48323755752208e-05	0.00750151397446158	2.13716502067141
23451	SF3B1	-1.237674750157	7.21933446152499	-4.34507339287366	3.586717411499e-05	0.00750151397446158	2.11080520810248
3187	HNRNPH1	-1.47916370640683	7.71532462920158	-4.31273178195764	4.05152213297124e-05	0.00801674452890685	2.00111633247758
92106	OXNAD1	-1.42232688394061	7.41452573917699	-4.31009427471381	4.09188989620429e-05	0.00801674452890685	1.99219415799432
57092	PCNP	-0.814265742437603	6.64595071610609	-4.30497972262355	4.17127756390878e-05	0.00801674452890685	1.97490259793059
6217	RPS16	-1.1678077702328	8.68312604860677	-4.26562386113314	4.83383173381037e-05	0.00904562564713829	1.8422885718725
2353	FOS	-1.08290794856502	8.46121072259251	-4.25105259007739	5.10397548342432e-05	0.00930624863144368	1.7933888484663
10992	SF3B2	-0.777759031273955	6.89712080108141	-4.24016715023805	5.31521507242514e-05	0.0094491235950038	1.7569293273108
57730	ANKRD36B	-0.665730143742651	6.18549377040955	-4.20120974440126	6.14236282797972e-05	0.0106212693983771	1.6269461464055
1655	DDX5	-1.40068381301941	8.0930085505441	-4.19551128141103	6.27328525849867e-05	0.0106212693983771	1.60799886523689
9987	HNRNPDL	-0.951250498016466	6.10535825238827	-4.18696686946593	6.4746363261681e-05	0.0107072416082282	1.57962053973802
120	ADD3	-1.52973768030404	7.89088569874857	-4.1751667945904	6.76295359672717e-05	0.0109298552332561	1.54049192486083
7458	EIF4H	-1.23269024129388	7.31521456356219	-4.15567944566776	7.26632005297658e-05	0.0110229592037516	1.47603234018897
10521	DDX17	-1.53919056869387	7.98576002073822	-4.15059512886313	7.40346074173634e-05	0.0110229592037516	1.45924745956607
6428	SRSF3	-0.824110066129752	6.30542189247368	-4.14751477880019	7.48775439746947e-05	0.0110229592037516	1.44908491486376
23526	ARHGAP45	-0.531874883137396	6.08494091697942	-4.14592373543194	7.53165371070582e-05	0.0110229592037516	1.4438377813969
388403	YPEL2	-0.600937851138727	6.11414250093626	-4.14362105283771	7.59562650799927e-05	0.0110229592037516	1.43624608639343
728378	POTEF	-1.24776953206674	7.95170743207282	-4.12849818707762	8.02892781562887e-05	0.0114187411393874	1.38645735057322
4149	MAX	-1.03524136192046	6.88308128240142	-4.11518744255488	8.42987191537349e-05	0.0116207698188156	1.34273504734634
29121	CLEC2D	-0.888180857611484	7.62348961465451	-4.11299208805755	8.49782070845749e-05	0.0116207698188156	1.33553294245914
5870	RAB6A	-1.25663544656208	8.05461554721041	-4.07766480812576	9.66629383587226e-05	0.0129692482012995	1.21999232424873
6124	RPL4	-1.17416052129371	8.13866966324231	-4.06803065625097	0.000100107959713449	0.0131827352133766	1.18859942891828
4904	YBX1	-1.03938480162176	7.8554466628755	-4.05655555793566	0.00010436506377215	0.013493453972432	1.15127321860791
440915	POTEKP	-0.980372491183698	7.20085757855106	-4.03110661824648	0.000114434421671653	0.0141283131110643	1.06874774586097
2186	BPTF	-0.755642791053999	6.77554390682967	-4.02591737796392	0.000116598951256776	0.0141283131110643	1.05196344048419
6741	SSB	-0.958461349516888	6.97169015364635	-4.01962288411471	0.000119277189824943	0.0141283131110643	1.03162400535931
6146	RPL22	-0.960179343261052	10.1557719713665	-4.01790332286153	0.000120019035014443	0.0141283131110643	1.02607134693672
60559	SPCS3	-0.993852610818952	6.90729199471316	-4.01696820991317	0.000120424310879353	0.0141283131110643	1.0230524407965
80204	FBXO11	-1.07564909587324	7.0288487140166	-4.01514754082446	0.00012121714989459	0.0141283131110643	1.01717599138006
22864	R3HDM2	-0.43176226478288	5.78528652348977	-4.01068158836367	0.000123183154673883	0.0141283131110643	1.0027692367872
23478	SEC11A	-0.807410502163788	7.55127036739214	-4.00174027026417	0.00012721150308737	0.0141626519974607	0.973958266568546
6202	RPS8	-1.05139899003878	6.98704325192133	-4.00118484292239	0.000127465859631203	0.0141626519974607	0.972170002467153
114821	ZBED9	0.412399735322783	5.81849156462928	3.9874622690133	0.000133906996758741	0.0145879388622424	0.92804251662636
25777	SUN2	-1.12204998878742	8.39295614679986	-3.98437920146046	0.000135396423134299	0.0145879388622424	0.918142634051085
55619	DOCK10	-0.956021204893216	7.31551741937408	-3.96955132734994	0.000142784089989826	0.0151542934913083	0.870603077500931
23215	PRRC2C	-0.992004674669331	8.56909844788058	-3.96070371324013	0.000147374378192405	0.0152651592813902	0.842294895750108
1027	CDKN1B	-0.872157000973163	6.42811198926934	-3.95928760741557	0.000148122063059475	0.0152651592813902	0.837768067321759
50809	HP1BP3	-0.899601425819907	6.57105708404357	-3.94692181295768	0.000154807071929598	0.0154970277885889	0.798286132464013
6891	TAP2	-0.838611851101282	6.29392193995215	-3.93943827811318	0.000158991868794631	0.0154970277885889	0.77443390596816
2778	GNAS	-1.28421340669247	8.20472852745024	-3.9362754527243	0.00016079285787753	0.0154970277885889	0.764362469727184
9802	DAZAP2	-1.24538179693505	8.73061217962375	-3.93537646613119	0.00016130831276846	0.0154970277885889	0.761500834552399
8906	AP1G2	-0.8146090047571	6.44538114751944	-3.9312140667041	0.000163715586424892	0.0154970277885889	0.748257075784521
9349	RPL23	-0.741103235528838	10.479752662819	-3.92874562113768	0.000165159367843338	0.0154970277885889	0.740407662384207
8857	FCGBP	-0.849631702425477	5.95135081087832	-3.92651621309793	0.000166473793127599	0.0154970277885889	0.733321303887156
3184	HNRNPD	-1.01945378515272	8.50719777592718	-3.92077919182856	0.000169902394367132	0.0154970277885889	0.715098543502208
10983	CCNI	-1.20532554481154	8.06077177220316	-3.91800516445687	0.000171584340637714	0.0154970277885889	0.706293913129816
387066	SNHG5	-1.12812310201388	7.59023514840156	-3.91456799014331	0.000173690448791168	0.0154970277885889	0.695390495200011
9168	TMSB10	-1.11348615219624	9.0008939122339	-3.91048011594373	0.00017622744139131	0.0154970277885889	0.682431591108748
6144	RPL21	-1.1092143808147	9.6177546045405	-3.9100066001141	0.000176523590335494	0.0154970277885889	0.680931115169218
379025	PSMA3-AS1	-0.915883645174763	7.26515170076634	-3.90257969931039	0.000181231255974062	0.0157162861125799	0.657413328790682
472	ATM	-1.03810559753152	6.75305630940414	-3.88601406604388	0.00019216759223953	0.0164639005833168	0.605069550921322
441951	ZFAS1	-0.883035030977998	6.350781668924	-3.88046110562945	0.0001959725773185	0.0165482458218262	0.587558245865323
10236	HNRNPR	-0.928279072784733	6.85698431194988	-3.87782159532497	0.000197806341563104	0.0165482458218262	0.579240675697675
23608	MKRN1	-0.733569971436792	8.44471188216423	-3.86880822897031	0.000204192547549003	0.0166662480828424	0.550867843833124
100131205	RPL21P28	-1.19887693516382	8.48450827939585	-3.8687635166663	0.000204224712636246	0.0166662480828424	0.550727211100219
8473	OGT	-1.18442174227915	7.06394272612768	-3.86596433538711	0.000206248042650842	0.0166662480828424	0.541925272186496
