EntrezID	Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
2354	FOSB	-3.61996775148291	7.73702266909293	-19.9300260768902	4.04139325594966e-35	2.8738347443058e-31	65.7929178832618
2353	FOS	-3.36072050147293	8.46121072259251	-17.2734439292575	1.3261394766355e-30	4.71508890917752e-27	56.6161615576034
3725	JUN	-3.05374477503971	10.4668183959702	-12.0974639655392	1.03431004962632e-20	2.45165958763092e-17	35.7804518002855
1958	EGR1	-2.4598706150614	7.30971011866565	-10.7074441810341	7.66306342984074e-18	1.36230110123994e-14	29.5963013075588
1843	DUSP1	-2.63926559976602	8.489259395142	-10.4037758642643	3.30291317069231e-17	4.6974031113586e-14	28.2228403121648
4792	NFKBIA	-2.28216076454591	9.06595146246592	-9.40364069885459	4.15791269692591e-15	4.92781953130669e-12	23.6639575504196
4616	GADD45B	-1.50993198304771	7.32246239586373	-8.3144939147201	8.03066288120888e-13	8.15800624975376e-10	18.6834809379084
5997	RGS2	-1.96653354399343	8.83972196143544	-8.1152319146451	2.09102691903059e-12	1.85866155265332e-09	17.7765437708877
3727	JUND	-1.27799701102595	10.783769030618	-7.40449781557595	6.15857612796545e-11	4.86595942732914e-08	14.5687910628012
7538	ZFP36	-1.70197018671967	8.56907941663656	-7.25875766836306	1.22287225459641e-10	8.69584460243505e-08	13.9181844567577
6515	SLC2A3	-1.28284088635602	7.60046411306379	-7.16756081957109	1.87534571913976e-10	1.21232576443662e-07	13.5126280227375
199	AIF1	-0.749570602432809	5.9150350818353	-6.97938457689155	4.51205268636269e-10	2.67376722106042e-07	12.6799703401862
28984	RGCC	-1.39514480848943	6.68349377882549	-6.88930528932051	6.85385957711864e-10	3.7490611886839e-07	12.283527982154
4929	NR4A2	-1.35614271154489	6.92296172717981	-6.80359722092408	1.01875049201313e-09	5.17452482050384e-07	11.9077114153316
10135	NAMPT	-1.93354276249084	7.09301753854891	-6.69447304352319	1.68388287236603e-09	7.98272740359654e-07	11.4312870603908
2495	FTH1	-1.3764420851821	7.55665158401915	-6.49654238187317	4.16260746501799e-09	1.85001885523393e-06	10.5734985564867
1654	DDX3X	-1.35325264118869	7.55374307759049	-6.46375343800386	4.83181079373439e-09	2.02111803260266e-06	10.4322382562126
3726	JUNB	-1.3401919479596	6.86726454395687	-6.40148434583474	6.40860625191338e-09	2.48695633591459e-06	10.1646632057555
64651	CSRNP1	-1.29524416112595	6.92641671081309	-6.39348499438621	6.64494028721378e-09	2.48695633591459e-06	10.1303561092363
10209	EIF1	-1.36851774845531	8.67170985785023	-6.25719783697371	1.22855189775012e-08	4.36811627245056e-06	9.54827170204577
692212	SNORD99	-1.08507070788432	6.97206899038282	-6.12372421659119	2.23243927320289e-08	7.55946460559321e-06	8.98282772127709
1316	KLF6	-1.40676122287616	7.41765268547256	-5.95697825447509	4.67578874298407e-08	1.51134244324362e-05	8.28330795907775
387066	SNHG5	-1.28836735966215	7.59023514840156	-5.85340621287024	7.37104710600614e-08	2.27893547699172e-05	7.85289547023443
90799	CEP95	-0.883698279214848	6.82447525819811	-5.76073177307579	1.10460274418945e-07	3.27284588080467e-05	7.47056543650928
57561	ARRDC3	-1.41266189274193	8.34583039307402	-5.69199878497325	1.48847620974509e-07	4.23382173099894e-05	7.18877580367934
23642	SNHG1	-0.925685719987627	8.12640995056128	-5.48795603974919	3.57525616303956e-07	9.77832560591321e-05	6.36157719783745
2498	FTH1P3	-0.972585358438142	7.11583838391689	-5.47675237071033	3.7499446890638e-07	9.87624321627137e-05	6.31657672605021
7128	TNFAIP3	-1.305003859293	6.99417175737923	-5.43438212314398	4.48954223961175e-07	0.000114018338806711	6.1468015016084
51646	YPEL5	-0.967831554276146	7.1009011228903	-5.33680830012697	6.77911877987002e-07	0.000166228667736744	5.75833308210154
54541	DDIT4	-0.957831768357815	8.00279582252717	-5.18120620352091	1.29840174023215e-06	0.000307764492493028	5.14633489665232
